report_id,report_text,sif_potential,life_saving_rule,activity,location,barrier_failure,report_type,site
OIL_04291,"During roof maintenance, a minor issue involving missing fall protection was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,roof maintenance,Tank Farm,missing fall protection,UA Observation,Digboi Field
OIL_04292,"During routine work, incorrect storage was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,office activity,Administrative Building,incorrect storage,Near Miss,Rajasthan Field
OIL_04293,A routine inspection identified unsafe access during foundation work. The issue was corrected without significant safety exposure.,0,None,foundation work,Production Facility,unsafe access,UC Observation,Naharkatiya Field
OIL_04294,A low-severity observation was recorded during foundation work involving inadequate barricading. No high-consequence hazard was identified.,0,None,foundation work,Road Construction Area,inadequate barricading,UC Observation,Rajasthan Field
OIL_04295,"During routine work, driver distraction was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,field transportation,Plant Road,driver distraction,Near Miss,Digboi Field
OIL_04296,"During earthwork, a minor issue involving missing utility identification was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,earthwork,Well Pad,missing utility identification,UC Observation,Duliajan Field
OIL_04297,"During routine work, inadequate scaffold inspection was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,scaffold work,Warehouse,inadequate scaffold inspection,Near Miss,Duliajan Field
OIL_04298,"During fabrication, a minor issue involving flammable material not removed was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,fabrication,Tank Farm,flammable material not removed,UC Observation,Assam Field
OIL_04299,"During material lifting, a minor issue involving poor rigging was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,material lifting,Drilling Site,poor rigging,UA Observation,Bihar Field
OIL_04300,"A welding activity was observed with poor spark containment. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Hot Work,welding,Processing Plant,poor spark containment,UC Observation,Duliajan Field
OIL_04301,Personnel were observed during routine inspection; minor housekeeping issue was noted and corrected as a routine safety improvement.,0,None,routine inspection,Canteen,minor housekeeping issue,UC Observation,Gujarat Field
OIL_04302,A near miss occurred during panel maintenance when inadequate grounding was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Electrical Safety,panel maintenance,Pump Station,inadequate grounding,UA Observation,Rajasthan Field
OIL_04303,"A pressure testing activity was observed with inadequate barricading. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Line of Fire,pressure testing,Well Pad,inadequate barricading,UC Observation,Odisha Field
OIL_04304,Personnel were observed performing pit cleaning despite inadequate rescue arrangement. Work was stopped and the unsafe condition was corrected.,1,Confined Space,pit cleaning,Process Vessel,inadequate rescue arrangement,Near Miss,West Bengal Field
OIL_04305,"A vehicle driving activity was observed with speeding. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Driving,vehicle driving,Field Road,speeding,Near Miss,Odisha Field
OIL_04306,Personnel were observed during confined space entry; missing entry permit was noted and corrected as a routine safety improvement.,0,None,confined space entry,Process Vessel,missing entry permit,Near Miss,Tripura Field
OIL_04307,A low-severity observation was recorded during general maintenance involving minor procedural deviation. No high-consequence hazard was identified.,0,None,general maintenance,Warehouse,minor procedural deviation,UA Observation,Odisha Field
OIL_04308,"During routine work, failure to lock out and tag out was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,valve replacement,Processing Plant,failure to lock out and tag out,UC Observation,Bihar Field
OIL_04309,A low-severity observation was recorded during equipment servicing involving unexpected stored energy. No high-consequence hazard was identified.,0,Energy Isolation,equipment servicing,Processing Plant,unexpected stored energy,UC Observation,Odisha Field
OIL_04310,A low-severity observation was recorded during lifting operation involving poor communication. No high-consequence hazard was identified.,0,Line of Fire,lifting operation,Processing Plant,poor communication,Near Miss,Rajasthan Field
OIL_04311,A routine inspection identified unguarded platform edge during elevated maintenance. The issue was corrected without significant safety exposure.,0,None,elevated maintenance,Processing Plant,unguarded platform edge,UC Observation,Gujarat Field
OIL_04312,"During routine work, failure to lock out and tag out was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,equipment servicing,Pump Station,failure to lock out and tag out,UC Observation,Assam Field
OIL_04313,"During confined space entry, a minor issue involving inadequate rescue arrangement was observed. No significant exposure to serious injury or fatality potential was identified.",0,Confined Space,confined space entry,Production Facility,inadequate rescue arrangement,Near Miss,Naharkatiya Field
OIL_04314,"During routine work, inadequate scaffold inspection was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,ladder work,Warehouse,inadequate scaffold inspection,Incident Report,West Bengal Field
OIL_04315,"During pump maintenance, a minor issue involving failure to lock out and tag out was observed. No significant exposure to serious injury or fatality potential was identified.",0,Energy Isolation,pump maintenance,Production Facility,failure to lock out and tag out,UC Observation,West Bengal Field
OIL_04316,Personnel were observed during earthwork; unsupported excavation wall was noted and corrected as a routine safety improvement.,0,None,earthwork,Well Pad,unsupported excavation wall,UA Observation,Digboi Field
OIL_04317,"During equipment servicing, a worker was exposed to a potentially serious hazard because of missing isolation verification. The condition was identified before an injury occurred.",1,Energy Isolation,equipment servicing,Maintenance Workshop,missing isolation verification,UC Observation,Assam Field
OIL_04318,"During scaffold work, a minor issue involving improper ladder use was observed. No significant exposure to serious injury or fatality potential was identified.",0,Working at Height,scaffold work,Construction Site,improper ladder use,UA Observation,Rajasthan Field
OIL_04319,Personnel were observed performing lifting operation despite worker inside exclusion zone. Work was stopped and the unsafe condition was corrected.,1,Line of Fire,lifting operation,Construction Area,worker inside exclusion zone,UA Observation,Tripura Field
OIL_04320,Personnel were observed during field transportation; poor vehicle condition was noted and corrected as a routine safety improvement.,0,None,field transportation,Camp Road,poor vehicle condition,UC Observation,Assam Field
OIL_04321,"During housekeeping, a minor issue involving minor procedural deviation was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,housekeeping,Workshop,minor procedural deviation,UA Observation,Odisha Field
OIL_04322,"During routine operations, load path not controlled was identified while carrying out pipe handling. Immediate intervention was required to prevent a serious incident.",1,Line of Fire,pipe handling,Processing Plant,load path not controlled,UA Observation,Duliajan Field
OIL_04323,"During routine work, damaged cable was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,switchgear inspection,Substation,damaged cable,Near Miss,Duliajan Field
OIL_04324,"During material handling, a worker was exposed to a potentially serious hazard because of inadequate barricading. The condition was identified before an injury occurred.",1,Line of Fire,material handling,Warehouse,inadequate barricading,UA Observation,Rajasthan Field
OIL_04325,Personnel were observed during confined space entry; no standby person was noted and corrected as a routine safety improvement.,0,Confined Space,confined space entry,Production Facility,no standby person,UC Observation,West Bengal Field
OIL_04326,A low-severity observation was recorded during office activity involving minor housekeeping issue. No high-consequence hazard was identified.,0,None,office activity,Canteen,minor housekeeping issue,UA Observation,Odisha Field
OIL_04327,Personnel were observed during switchgear inspection; incorrect PPE was noted and corrected as a routine safety improvement.,0,None,switchgear inspection,Production Facility,incorrect PPE,UC Observation,West Bengal Field
OIL_04328,A near miss occurred during welding when flammable material not removed was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Hot Work,welding,Production Facility,flammable material not removed,UA Observation,Tripura Field
OIL_04329,A routine inspection identified flammable material not removed during hot work maintenance. The issue was corrected without significant safety exposure.,0,None,hot work maintenance,Fabrication Yard,flammable material not removed,UC Observation,West Bengal Field
OIL_04330,"During pipe handling, a minor issue involving load path not controlled was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,pipe handling,Drilling Site,load path not controlled,Near Miss,Digboi Field
OIL_04331,"During routine work, poor spark containment was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,fabrication,Tank Farm,poor spark containment,UC Observation,Rajasthan Field
OIL_04332,A low-severity observation was recorded during foundation work involving unsupported excavation wall. No high-consequence hazard was identified.,0,None,foundation work,Production Facility,unsupported excavation wall,UA Observation,West Bengal Field
OIL_04333,"During routine operations, fatigue was identified while carrying out vehicle driving. Immediate intervention was required to prevent a serious incident.",1,Driving,vehicle driving,Plant Road,fatigue,Near Miss,West Bengal Field
OIL_04334,"A load transfer activity was observed with overloaded crane. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Lifting Operations,load transfer,Drilling Site,overloaded crane,UA Observation,Duliajan Field
OIL_04335,A routine inspection identified load path not controlled during pressure testing. The issue was corrected without significant safety exposure.,0,Line of Fire,pressure testing,Drilling Site,load path not controlled,UA Observation,Duliajan Field
OIL_04336,"During routine work, no gas testing was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,tank cleaning,Storage Tank,no gas testing,UC Observation,Bihar Field
OIL_04337,A routine inspection identified speeding during field transportation. The issue was corrected without significant safety exposure.,0,None,field transportation,Camp Road,speeding,UA Observation,Gujarat Field
OIL_04338,"During routine work, damaged sling was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Lifting Operations,crane lifting,Processing Plant,damaged sling,UC Observation,Gujarat Field
OIL_04339,"During panel maintenance, a minor issue involving inadequate grounding was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,panel maintenance,Production Facility,inadequate grounding,UC Observation,Digboi Field
OIL_04340,Personnel were observed during scaffold work; inadequate scaffold inspection was noted and corrected as a routine safety improvement.,0,None,scaffold work,Tank Farm,inadequate scaffold inspection,UC Observation,Bihar Field
OIL_04341,A low-severity observation was recorded during cable installation involving incorrect PPE. No high-consequence hazard was identified.,0,Electrical Safety,cable installation,Production Facility,incorrect PPE,Near Miss,Assam Field
OIL_04342,A low-severity observation was recorded during electrical maintenance involving incomplete isolation. No high-consequence hazard was identified.,0,None,electrical maintenance,Processing Plant,incomplete isolation,UA Observation,Rajasthan Field
OIL_04343,Personnel were observed during pipe handling; worker inside exclusion zone was noted and corrected as a routine safety improvement.,0,None,pipe handling,Drilling Site,worker inside exclusion zone,UC Observation,Odisha Field
OIL_04344,A low-severity observation was recorded during roof maintenance involving improper ladder use. No high-consequence hazard was identified.,0,None,roof maintenance,Maintenance Area,improper ladder use,UA Observation,Tripura Field
OIL_04345,Personnel were observed during underground utility work; missing utility identification was noted and corrected as a routine safety improvement.,0,None,underground utility work,Construction Site,missing utility identification,Near Miss,Rajasthan Field
OIL_04346,A low-severity observation was recorded during site shuttle involving driver distraction. No high-consequence hazard was identified.,0,None,site shuttle,Remote Site,driver distraction,UA Observation,Rajasthan Field
OIL_04347,A routine inspection identified unsupported excavation wall during earthwork. The issue was corrected without significant safety exposure.,0,None,earthwork,Production Facility,unsupported excavation wall,UC Observation,Digboi Field
OIL_04348,"During routine work, missing anchor point was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,scaffold work,Maintenance Area,missing anchor point,UC Observation,Rajasthan Field
OIL_04349,A routine inspection identified inadequate ventilation during confined space entry. The issue was corrected without significant safety exposure.,0,None,confined space entry,Process Vessel,inadequate ventilation,UC Observation,West Bengal Field
OIL_04350,"During routine work, exposed live conductor was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,panel maintenance,Workshop,exposed live conductor,UC Observation,Naharkatiya Field
OIL_04351,Personnel were observed performing confined space entry despite missing entry permit. Work was stopped and the unsafe condition was corrected.,1,Confined Space,confined space entry,Sewer Area,missing entry permit,Near Miss,Gujarat Field
OIL_04352,"During excavation, a minor issue involving inadequate barricading was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,excavation,Production Facility,inadequate barricading,UC Observation,Tripura Field
OIL_04353,"During routine work, improper ladder use was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,ladder work,Maintenance Area,improper ladder use,UC Observation,Naharkatiya Field
OIL_04354,A low-severity observation was recorded during ladder work involving improper ladder use. No high-consequence hazard was identified.,0,Working at Height,ladder work,Tank Farm,improper ladder use,Near Miss,Odisha Field
OIL_04355,A low-severity observation was recorded during material lifting involving uncontrolled suspended load. No high-consequence hazard was identified.,0,None,material lifting,Warehouse,uncontrolled suspended load,UA Observation,Tripura Field
OIL_04356,"During routine operations, speeding was identified while carrying out transportation. Immediate intervention was required to prevent a serious incident.",1,Driving,transportation,Remote Site,speeding,UC Observation,Duliajan Field
OIL_04357,"During ladder work, a minor issue involving unguarded platform edge was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,ladder work,Warehouse,unguarded platform edge,UC Observation,West Bengal Field
OIL_04358,"During routine work, incorrect PPE was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,switchgear inspection,Processing Plant,incorrect PPE,UC Observation,Duliajan Field
OIL_04359,"During ladder work, a minor issue involving inadequate scaffold inspection was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,ladder work,Warehouse,inadequate scaffold inspection,UA Observation,Bihar Field
OIL_04360,"During routine work, missing isolation verification was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,electrical maintenance,Production Facility,missing isolation verification,UC Observation,Digboi Field
OIL_04361,A low-severity observation was recorded during material lifting involving damaged sling. No high-consequence hazard was identified.,0,None,material lifting,Drilling Site,damaged sling,UC Observation,Tripura Field
OIL_04362,A routine inspection identified inadequate lifting plan during rigging operation. The issue was corrected without significant safety exposure.,0,Lifting Operations,rigging operation,Drilling Site,inadequate lifting plan,UA Observation,Rajasthan Field
OIL_04363,"During routine work, unsafe positioning was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,lifting operation,Well Pad,unsafe positioning,UC Observation,Assam Field
OIL_04364,"During welding, a minor issue involving insufficient fire watch was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,welding,Tank Farm,insufficient fire watch,UA Observation,Bihar Field
OIL_04365,A routine inspection identified damaged cable during switchgear inspection. The issue was corrected without significant safety exposure.,0,None,switchgear inspection,Workshop,damaged cable,UC Observation,West Bengal Field
OIL_04366,A low-severity observation was recorded during vehicle driving involving driver distraction. No high-consequence hazard was identified.,0,Driving,vehicle driving,Production Field,driver distraction,UC Observation,Gujarat Field
OIL_04367,A low-severity observation was recorded during panel maintenance involving damaged cable. No high-consequence hazard was identified.,0,Electrical Safety,panel maintenance,Substation,damaged cable,Near Miss,Digboi Field
OIL_04368,Personnel were observed during excavation; missing utility identification was noted and corrected as a routine safety improvement.,0,Excavation,excavation,Production Facility,missing utility identification,Near Miss,West Bengal Field
OIL_04369,Personnel were observed during vehicle movement; unsafe positioning was noted and corrected as a routine safety improvement.,0,None,vehicle movement,Processing Plant,unsafe positioning,UC Observation,Tripura Field
OIL_04370,Personnel were observed during fabrication; insufficient fire watch was noted and corrected as a routine safety improvement.,0,None,fabrication,Workshop,insufficient fire watch,Near Miss,Assam Field
OIL_04371,A low-severity observation was recorded during material storage involving poor labeling. No high-consequence hazard was identified.,0,None,material storage,Office,poor labeling,UA Observation,West Bengal Field
OIL_04372,A routine inspection identified missing utility identification during underground utility work. The issue was corrected without significant safety exposure.,0,Excavation,underground utility work,Road Construction Area,missing utility identification,UA Observation,Bihar Field
OIL_04373,A low-severity observation was recorded during load transfer involving poor rigging. No high-consequence hazard was identified.,0,None,load transfer,Drilling Site,poor rigging,Near Miss,Tripura Field
OIL_04374,A routine inspection identified minor housekeeping issue during housekeeping. The issue was corrected without significant safety exposure.,0,None,housekeeping,Office,minor housekeeping issue,UC Observation,Odisha Field
OIL_04375,A routine inspection identified poor labeling during housekeeping. The issue was corrected without significant safety exposure.,0,None,housekeeping,Workshop,poor labeling,UC Observation,Odisha Field
OIL_04376,Personnel were observed performing confined space entry despite missing entry permit. Work was stopped and the unsafe condition was corrected.,1,Confined Space,confined space entry,Storage Tank,missing entry permit,Near Miss,Rajasthan Field
OIL_04377,A low-severity observation was recorded during rigging operation involving poor rigging. No high-consequence hazard was identified.,0,None,rigging operation,Workshop,poor rigging,UC Observation,Naharkatiya Field
OIL_04378,"During routine work, overloaded crane was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,equipment lifting,Construction Area,overloaded crane,UA Observation,Assam Field
OIL_04379,A routine inspection identified inadequate scaffold inspection during roof maintenance. The issue was corrected without significant safety exposure.,0,None,roof maintenance,Tank Farm,inadequate scaffold inspection,UA Observation,Naharkatiya Field
OIL_04380,Personnel were observed during pump maintenance; incomplete isolation was noted and corrected as a routine safety improvement.,0,Energy Isolation,pump maintenance,Pump Station,incomplete isolation,UA Observation,Bihar Field
OIL_04381,A routine inspection identified inadequate gas testing during grinding. The issue was corrected without significant safety exposure.,0,None,grinding,Processing Plant,inadequate gas testing,Near Miss,Digboi Field
OIL_04382,Personnel were observed during vehicle driving; poor vehicle condition was noted and corrected as a routine safety improvement.,0,Driving,vehicle driving,Camp Road,poor vehicle condition,UA Observation,West Bengal Field
OIL_04383,Personnel were observed performing vehicle movement despite unsafe positioning. Work was stopped and the unsafe condition was corrected.,1,Line of Fire,vehicle movement,Drilling Site,unsafe positioning,UA Observation,West Bengal Field
OIL_04384,Personnel were observed during excavation; missing utility identification was noted and corrected as a routine safety improvement.,0,Excavation,excavation,Production Facility,missing utility identification,UA Observation,Digboi Field
OIL_04385,Personnel were observed performing electrical maintenance despite incorrect valve identification. Work was stopped and the unsafe condition was corrected.,1,Energy Isolation,electrical maintenance,Processing Plant,incorrect valve identification,Near Miss,Gujarat Field
OIL_04386,A routine inspection identified load path not controlled during vehicle movement. The issue was corrected without significant safety exposure.,0,None,vehicle movement,Construction Area,load path not controlled,UC Observation,Rajasthan Field
OIL_04387,Personnel were observed during fabrication; inadequate gas testing was noted and corrected as a routine safety improvement.,0,None,fabrication,Production Facility,inadequate gas testing,UC Observation,Gujarat Field
OIL_04388,A routine inspection identified flammable material not removed during grinding. The issue was corrected without significant safety exposure.,0,None,grinding,Processing Plant,flammable material not removed,Near Miss,Naharkatiya Field
OIL_04389,A routine inspection identified poor communication during material handling. The issue was corrected without significant safety exposure.,0,None,material handling,Processing Plant,poor communication,UC Observation,Assam Field
OIL_04390,A routine inspection identified missing hot-work permit during grinding. The issue was corrected without significant safety exposure.,0,Hot Work,grinding,Processing Plant,missing hot-work permit,Near Miss,Digboi Field
OIL_04391,A low-severity observation was recorded during housekeeping involving obstruction. No high-consequence hazard was identified.,0,None,housekeeping,Warehouse,obstruction,UC Observation,West Bengal Field
OIL_04392,A low-severity observation was recorded during field transportation involving seat belt not used. No high-consequence hazard was identified.,0,None,field transportation,Camp Road,seat belt not used,UC Observation,West Bengal Field
OIL_04393,"A manhole entry activity was observed with inadequate rescue arrangement. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Confined Space,manhole entry,Storage Tank,inadequate rescue arrangement,Near Miss,Naharkatiya Field
OIL_04394,"During routine work, flammable material not removed was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,gas cutting,Tank Farm,flammable material not removed,UA Observation,Gujarat Field
OIL_04395,"During grinding, a minor issue involving inadequate gas testing was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,grinding,Processing Plant,inadequate gas testing,UA Observation,Duliajan Field
OIL_04396,"During material lifting, a worker was exposed to a potentially serious hazard because of inadequate lifting plan. The condition was identified before an injury occurred.",1,Lifting Operations,material lifting,Drilling Site,inadequate lifting plan,Near Miss,Rajasthan Field
OIL_04397,A low-severity observation was recorded during pipe handling involving inadequate barricading. No high-consequence hazard was identified.,0,None,pipe handling,Well Pad,inadequate barricading,UA Observation,Duliajan Field
OIL_04398,Personnel were observed during general maintenance; poor labeling was noted and corrected as a routine safety improvement.,0,None,general maintenance,Office,poor labeling,UA Observation,Assam Field
OIL_04399,A low-severity observation was recorded during trenching involving missing utility identification. No high-consequence hazard was identified.,0,None,trenching,Well Pad,missing utility identification,UC Observation,Duliajan Field
OIL_04400,Personnel were observed during equipment servicing; incorrect valve identification was noted and corrected as a routine safety improvement.,0,None,equipment servicing,Maintenance Workshop,incorrect valve identification,UC Observation,West Bengal Field
OIL_04401,"During material handling, a minor issue involving inadequate barricading was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,material handling,Well Pad,inadequate barricading,UA Observation,Assam Field
OIL_04402,A low-severity observation was recorded during vehicle movement involving inadequate barricading. No high-consequence hazard was identified.,0,None,vehicle movement,Processing Plant,inadequate barricading,UC Observation,Odisha Field
OIL_04403,A low-severity observation was recorded during platform inspection involving unguarded platform edge. No high-consequence hazard was identified.,0,None,platform inspection,Maintenance Area,unguarded platform edge,UA Observation,Rajasthan Field
OIL_04404,A low-severity observation was recorded during pump maintenance involving unexpected stored energy. No high-consequence hazard was identified.,0,None,pump maintenance,Well Pad,unexpected stored energy,UC Observation,Rajasthan Field
OIL_04405,"During heavy vehicle operation, a minor issue involving fatigue was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,heavy vehicle operation,Camp Road,fatigue,UA Observation,Digboi Field
OIL_04406,Personnel were observed during earthwork; water accumulation was noted and corrected as a routine safety improvement.,0,Excavation,earthwork,Pipeline Corridor,water accumulation,Near Miss,Bihar Field
OIL_04407,Personnel were observed during underground utility work; unsafe access was noted and corrected as a routine safety improvement.,0,None,underground utility work,Well Pad,unsafe access,UC Observation,West Bengal Field
OIL_04408,A routine inspection identified damaged sling during crane lifting. The issue was corrected without significant safety exposure.,0,None,crane lifting,Construction Area,damaged sling,UA Observation,Duliajan Field
OIL_04409,A routine inspection identified inadequate lifting plan during material lifting. The issue was corrected without significant safety exposure.,0,None,material lifting,Workshop,inadequate lifting plan,UA Observation,Duliajan Field
OIL_04410,Personnel were observed during vessel inspection; no gas testing was noted and corrected as a routine safety improvement.,0,Confined Space,vessel inspection,Sewer Area,no gas testing,UA Observation,Gujarat Field
OIL_04411,A low-severity observation was recorded during pipe handling involving poor communication. No high-consequence hazard was identified.,0,None,pipe handling,Well Pad,poor communication,UA Observation,Naharkatiya Field
OIL_04412,A routine inspection identified overloaded crane during material lifting. The issue was corrected without significant safety exposure.,0,None,material lifting,Drilling Site,overloaded crane,UC Observation,Bihar Field
OIL_04413,Personnel were observed performing trenching despite missing utility identification. Work was stopped and the unsafe condition was corrected.,1,Excavation,trenching,Road Construction Area,missing utility identification,Near Miss,Assam Field
OIL_04414,A routine inspection identified poor communication during pressure testing. The issue was corrected without significant safety exposure.,0,None,pressure testing,Warehouse,poor communication,UC Observation,Gujarat Field
OIL_04415,Personnel were observed performing elevated maintenance despite improper ladder use. Work was stopped and the unsafe condition was corrected.,1,Working at Height,elevated maintenance,Warehouse,improper ladder use,Near Miss,Odisha Field
OIL_04416,"During office activity, a minor issue involving incorrect storage was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,office activity,Administrative Building,incorrect storage,Near Miss,Digboi Field
OIL_04417,"During routine work, improper ladder use was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Working at Height,platform inspection,Tank Farm,improper ladder use,UA Observation,Odisha Field
OIL_04418,A low-severity observation was recorded during ladder work involving improper ladder use. No high-consequence hazard was identified.,0,None,ladder work,Tank Farm,improper ladder use,UA Observation,Bihar Field
OIL_04419,"During routine work, unexpected stored energy was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,equipment servicing,Production Facility,unexpected stored energy,UA Observation,Gujarat Field
OIL_04420,"During routine work, unexpected stored energy was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Energy Isolation,equipment servicing,Well Pad,unexpected stored energy,UA Observation,Tripura Field
OIL_04421,Personnel were observed performing trenching despite water accumulation. Work was stopped and the unsafe condition was corrected.,1,Excavation,trenching,Well Pad,water accumulation,UC Observation,Duliajan Field
OIL_04422,A near miss occurred during vessel inspection when no standby person was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Confined Space,vessel inspection,Process Vessel,no standby person,Near Miss,Rajasthan Field
OIL_04423,A low-severity observation was recorded during load transfer involving inadequate lifting plan. No high-consequence hazard was identified.,0,None,load transfer,Construction Area,inadequate lifting plan,Near Miss,Rajasthan Field
OIL_04424,A low-severity observation was recorded during vehicle movement involving inadequate barricading. No high-consequence hazard was identified.,0,None,vehicle movement,Warehouse,inadequate barricading,UA Observation,Gujarat Field
OIL_04425,Personnel were observed performing elevated maintenance despite improper ladder use. Work was stopped and the unsafe condition was corrected.,1,Working at Height,elevated maintenance,Processing Plant,improper ladder use,Near Miss,Tripura Field
OIL_04426,A low-severity observation was recorded during rigging operation involving inadequate lifting plan. No high-consequence hazard was identified.,0,None,rigging operation,Processing Plant,inadequate lifting plan,UC Observation,Bihar Field
OIL_04427,"During routine work, minor procedural deviation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,routine inspection,Workshop,minor procedural deviation,Near Miss,Assam Field
OIL_04428,A low-severity observation was recorded during office activity involving minor housekeeping issue. No high-consequence hazard was identified.,0,None,office activity,Administrative Building,minor housekeeping issue,UC Observation,Naharkatiya Field
OIL_04429,"During routine work, missing fall protection was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,ladder work,Maintenance Area,missing fall protection,UA Observation,Naharkatiya Field
OIL_04430,"During routine work, exposed live conductor was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,electrical repair,Pump Station,exposed live conductor,UC Observation,Tripura Field
OIL_04431,"During routine work, no standby person was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,tank cleaning,Production Facility,no standby person,Near Miss,West Bengal Field
OIL_04432,"During pipeline maintenance, a minor issue involving failure to lock out and tag out was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,pipeline maintenance,Production Facility,failure to lock out and tag out,UA Observation,Bihar Field
OIL_04433,A routine inspection identified no gas testing during confined space entry. The issue was corrected without significant safety exposure.,0,None,confined space entry,Process Vessel,no gas testing,UC Observation,Digboi Field
OIL_04434,"During vehicle movement, a worker was exposed to a potentially serious hazard because of load path not controlled. The condition was identified before an injury occurred.",1,Line of Fire,vehicle movement,Well Pad,load path not controlled,Near Miss,Assam Field
OIL_04435,"During confined space entry, a minor issue involving inadequate ventilation was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,confined space entry,Production Facility,inadequate ventilation,UA Observation,West Bengal Field
OIL_04436,A routine inspection identified unsupported excavation wall during trenching. The issue was corrected without significant safety exposure.,0,None,trenching,Construction Site,unsupported excavation wall,UC Observation,Digboi Field
OIL_04437,Personnel were observed performing underground utility work despite inadequate barricading. Work was stopped and the unsafe condition was corrected.,1,Excavation,underground utility work,Well Pad,inadequate barricading,UA Observation,Assam Field
OIL_04438,A near miss occurred during pipeline maintenance when missing isolation verification was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Energy Isolation,pipeline maintenance,Processing Plant,missing isolation verification,Near Miss,Gujarat Field
OIL_04439,"During routine work, inadequate barricading was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Line of Fire,vehicle movement,Warehouse,inadequate barricading,UA Observation,Bihar Field
OIL_04440,Personnel were observed during excavation; inadequate barricading was noted and corrected as a routine safety improvement.,0,None,excavation,Construction Site,inadequate barricading,UA Observation,Tripura Field
OIL_04441,A low-severity observation was recorded during fabrication involving missing hot-work permit. No high-consequence hazard was identified.,0,None,fabrication,Fabrication Yard,missing hot-work permit,UA Observation,Bihar Field
OIL_04442,"During routine work, incomplete isolation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,Energy Isolation,valve replacement,Processing Plant,incomplete isolation,UA Observation,Bihar Field
OIL_04443,"During panel maintenance, a worker was exposed to a potentially serious hazard because of damaged cable. The condition was identified before an injury occurred.",1,Electrical Safety,panel maintenance,Production Facility,damaged cable,Near Miss,Digboi Field
OIL_04444,Personnel were observed performing crane lifting despite damaged sling. Work was stopped and the unsafe condition was corrected.,1,Lifting Operations,crane lifting,Workshop,damaged sling,UC Observation,Digboi Field
OIL_04445,"During routine operations, inadequate gas testing was identified while carrying out hot work maintenance. Immediate intervention was required to prevent a serious incident.",1,Hot Work,hot work maintenance,Workshop,inadequate gas testing,Near Miss,Odisha Field
OIL_04446,"During transportation, a minor issue involving speeding was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,transportation,Production Field,speeding,UA Observation,Odisha Field
